ds,y
2022-04-30,18219.09
2022-05-01,8174.5599999999995
2022-05-02,15877.3
2022-05-03,15120.59
2022-05-04,17349.38
2022-05-05,13224.13
2022-05-06,13673.31
2022-05-07,21969.28
2022-05-08,36458.89
2022-05-09,13477.45
2022-05-10,14198.24
2022-05-11,14102.55
2022-05-12,14585.25
2022-05-13,16737.55
2022-05-14,19514.66
2022-05-15,8045.7300000000005
2022-05-16,14442.01
2022-05-17,18036.02
2022-05-18,14025.4
2022-05-19,13955.88
2022-05-20,18308.69
2022-05-21,20153.7
2022-05-22,8683.02
2022-05-23,14001.52
2022-05-24,14969.47
2022-05-25,11536.99
2022-05-26,11389.0
2022-05-27,19250.66
2022-05-28,17952.06
2022-05-29,7513.51
2022-05-30,13434.83
2022-05-31,18716.45
2022-06-01,12856.289999999999
2022-06-02,12313.19
2022-06-03,16849.57
2022-06-04,17779.12
2022-06-05,11199.42
2022-06-06,12720.24
2022-06-07,15904.27
2022-06-08,15028.64
2022-06-09,12512.23
2022-06-10,15478.24
2022-06-11,17159.18
2022-06-12,7815.72
2022-06-13,14366.88
2022-06-14,12318.17
2022-06-15,10874.1
2022-06-16,13857.14
2022-06-17,19774.06
2022-06-18,16540.68
2022-06-19,9572.55
2022-06-20,15771.82
2022-06-21,17029.81
2022-06-22,13681.48
2022-06-23,12044.41
2022-06-24,15262.68
2022-06-25,17608.06
2022-06-26,10689.86
2022-06-27,13739.82
2022-06-28,15570.210000000001
2022-06-29,15469.12
2022-06-30,13504.71
2022-07-01,15474.26
2022-07-02,17514.98
2022-07-03,10212.48
2022-07-04,13956.36
2022-07-05,14630.0
2022-07-06,14121.92
2022-07-07,13303.2
2022-07-08,17445.15
2022-07-09,18526.76
2022-07-10,10030.380000000001
2022-07-11,13027.32
2022-07-12,15431.29
2022-07-13,14879.9
2022-07-14,13280.22
2022-07-15,15654.68
2022-07-16,20325.88
2022-07-17,12009.37
2022-07-18,11981.3
2022-07-19,14010.25
2022-07-20,13152.74
2022-07-21,13122.73
2022-07-22,16278.97
2022-07-23,17772.06
2022-07-24,7685.1
2022-07-25,16366.68
2022-07-26,13407.3
2022-07-27,10759.64
2022-07-28,15965.42
2022-07-29,15598.8
2022-07-30,23164.0
2022-07-31,10125.0
2022-08-01,13273.24
2022-08-02,11652.89
2022-08-03,12036.24
2022-08-04,10348.74
2022-08-05,19851.63
2022-08-06,17120.45
2022-08-07,6159.0599999999995
2022-08-08,12470.61
2022-08-09,11572.51
2022-08-10,10089.81
2022-08-11,10579.44
2022-08-12,14885.31
2022-08-13,16644.93
2022-08-14,7256.0199999999995
2022-08-15,11574.95
2022-08-16,14737.62
2022-08-17,14194.35
2022-08-18,10926.35
2022-08-19,14995.2
2022-08-20,16612.71
2022-08-21,7530.91
2022-08-22,15697.08
2022-08-23,13327.71
2022-08-24,12899.4
2022-08-25,12040.03
2022-08-26,16163.37
2022-08-27,19275.26
2022-08-28,8119.4
2022-08-29,13858.91
2022-08-30,12599.56
2022-08-31,12321.93
2022-09-01,10662.16
2022-09-02,14959.04
2022-09-03,17349.47
2022-09-04,6614.04
2022-09-05,13610.18
2022-09-06,15035.039999999999
2022-09-07,13205.13
2022-09-08,10822.42
2022-09-09,14103.57
2022-09-10,18547.68
2022-09-11,8413.79
2022-09-12,10459.18
2022-09-13,12040.19
2022-09-14,13048.539999999999
2022-09-15,14327.62
2022-09-16,14799.22
2022-09-17,18413.079999999998
2022-09-18,8863.58
2022-09-19,12851.48
2022-09-20,14280.37
2022-09-21,15398.9
2022-09-22,12277.71
2022-09-23,15712.96
2022-09-24,17566.82
2022-09-25,8964.59
2022-09-26,10946.52
2022-09-27,16067.92
2022-09-28,13319.3
2022-09-29,10571.96
2022-09-30,15265.09
2022-10-01,19176.1
2022-10-02,10527.99
2022-10-03,10699.93
2022-10-04,14554.02
2022-10-05,14522.83
2022-10-06,14242.5
2022-10-07,12804.83
2022-10-08,17343.05
2022-10-09,9566.28
2022-10-10,11358.710000000001
2022-10-11,14952.13
2022-10-12,11791.52
2022-10-13,11106.34
2022-10-14,16780.37
2022-10-15,17873.06
2022-10-16,7612.47
2022-10-17,13256.78
2022-10-18,15247.39
2022-10-19,11960.57
2022-10-20,11164.63
2022-10-21,16976.8
2022-10-22,18701.77
2022-10-23,8562.33
2022-10-24,15028.5
2022-10-25,16330.11
2022-10-26,12559.47
2022-10-27,14047.71
2022-10-28,18625.76
2022-10-29,19578.43
2022-10-30,6167.05
2022-10-31,11661.43
2022-11-01,12204.56
2022-11-02,12529.8
2022-11-03,12263.71
2022-11-04,14388.86
2022-11-05,17887.91
2022-11-06,7036.97
2022-11-07,13291.380000000001
2022-11-08,14127.37
2022-11-09,13947.16
2022-11-10,11385.22
2022-11-11,15021.01
2022-11-12,20839.36
2022-11-13,9217.32
2022-11-14,13491.87
2022-11-15,14132.11
2022-11-16,14967.47
2022-11-17,11241.26
2022-11-18,16258.03
2022-11-19,16850.15
2022-11-20,25104.68
2022-11-21,41288.5
2022-11-22,48218.7
2022-11-23,45385.1
2022-11-24,37207.9
2022-11-25,51736.64
2022-11-26,59350.28
2022-11-27,28501.68
2022-11-28,41728.61
2022-11-29,50020.74
2022-11-30,47657.24
2022-12-01,15478.95
2022-12-02,16839.81
2022-12-03,19548.99
2022-12-04,9269.75
2022-12-05,14858.67
2022-12-06,13005.72
2022-12-07,13953.32
2022-12-08,13659.31
2022-12-09,15868.53
2022-12-10,20535.01
2022-12-11,7480.52
2022-12-12,14586.039999999999
2022-12-13,14345.15
2022-12-14,16854.38
2022-12-15,49151.79
2022-12-16,62534.24
2022-12-17,71459.38
2022-12-18,32752.94
2022-12-19,52745.91
2022-12-20,58521.66
2022-12-21,50971.33
2022-12-22,48784.01
2022-12-23,62973.02
2022-12-24,72232.44
2022-12-25,31276.34
2022-12-26,54677.64
2022-12-27,67835.64
2022-12-28,52104.46
2022-12-29,51117.37
2022-12-30,63840.7
2022-12-31,75221.81
2023-01-01,7421.66
2023-01-02,13651.01
2023-01-03,12800.79
2023-01-04,13154.2
2023-01-05,14993.18
2023-01-06,19817.63
2023-01-07,15841.73
2023-01-08,6755.46
2023-01-09,12079.92
2023-01-10,14509.25
2023-01-11,11640.36
2023-01-12,11612.69
2023-01-13,15947.16
2023-01-14,18043.79
2023-01-15,9471.62
2023-01-16,15698.14
2023-01-17,15206.53
2023-01-18,14225.29
2023-01-19,13488.84
2023-01-20,16802.9
2023-01-21,17679.73
2023-01-22,6673.88
2023-01-23,14428.17
2023-01-24,16165.45
2023-01-25,13019.75
2023-01-26,13716.53
2023-01-27,17209.16
2023-01-28,18860.25
2023-01-29,10603.96
2023-01-30,12531.34
2023-01-31,13605.2
2023-02-01,13358.24
2023-02-02,11563.6
2023-02-03,20185.38
2023-02-04,21442.85
2023-02-05,7733.24
2023-02-06,14840.77
2023-02-07,14599.5
2023-02-08,12712.66
2023-02-09,12078.210000000001
2023-02-10,15767.19
2023-02-11,19145.24
2023-02-12,8572.16
2023-02-13,15241.52
2023-02-14,57866.159999999996
2023-02-15,18268.99
2023-02-16,12074.33
2023-02-17,16713.16
2023-02-18,20579.81
2023-02-19,9356.98
2023-02-20,13747.45
2023-02-21,16831.54
2023-02-22,15259.17
2023-02-23,12355.73
2023-02-24,15808.57
2023-02-25,19008.26
2023-02-26,8828.11
2023-02-27,12906.6
2023-02-28,17620.71
2023-03-01,36425.81
2023-03-02,32142.82
2023-03-03,38360.86
2023-03-04,49168.59
2023-03-05,22171.72
2023-03-06,36503.48
2023-03-07,39853.55
2023-03-08,62997.36
2023-03-09,32856.11
2023-03-10,40294.29
2023-03-11,49262.72
2023-03-12,22411.22
2023-03-13,35987.24
2023-03-14,36067.49
2023-03-15,32630.09
2023-03-16,12418.05
2023-03-17,16647.09
2023-03-18,19832.95
2023-03-19,8817.210000000001
2023-03-20,11413.199999999999
2023-03-21,13968.2
2023-03-22,13546.48
2023-03-23,11775.07
2023-03-24,14944.28
2023-03-25,20926.85
2023-03-26,11609.97
2023-03-27,15421.99
2023-03-28,13896.74
2023-03-29,12743.73
2023-03-30,13989.74
2023-03-31,18034.56
2023-04-01,48700.48
2023-04-02,23793.22
2023-04-03,34746.37
2023-04-04,36407.95
2023-04-05,35219.61
2023-04-06,33062.94
2023-04-07,39447.11
2023-04-08,47770.36
2023-04-09,25144.25
2023-04-10,35735.69
2023-04-11,35739.97
2023-04-12,30354.39
2023-04-13,32941.57
2023-04-14,40277.64
2023-04-15,49028.05
2023-04-16,9332.68
2023-04-17,13636.28
2023-04-18,16010.91
2023-04-19,12718.85
2023-04-20,13596.76
2023-04-21,17609.47
2023-04-22,17403.22
2023-04-23,8958.01
2023-04-24,13108.55
2023-04-25,13595.36
2023-04-26,13374.81
2023-04-27,13501.15
2023-04-28,20559.44
2023-04-29,18155.57
2023-04-30,9937.57
2023-05-01,12607.91
2023-05-02,14837.99
2023-05-03,13766.56
2023-05-04,11394.59
2023-05-05,16494.95
2023-05-06,20394.04
2023-05-07,6053.92
2023-05-08,14615.81
2023-05-09,16036.79
2023-05-10,11463.34
2023-05-11,13347.89
2023-05-12,13139.82
2023-05-13,22220.66
2023-05-14,35580.89
2023-05-15,12983.06
2023-05-16,15569.18
2023-05-17,14045.9
2023-05-18,14555.06
2023-05-19,14231.54
2023-05-20,17731.57
2023-05-21,9593.63
2023-05-22,11623.94
2023-05-23,15939.67
2023-05-24,15252.21
2023-05-25,14333.02
2023-05-26,15244.61
2023-05-27,19512.6
2023-05-28,10981.0
2023-05-29,13736.4
2023-05-30,14496.8
2023-05-31,14240.8
2023-06-01,12576.9
2023-06-02,15548.32
2023-06-03,21588.15
2023-06-04,9045.2
2023-06-05,12974.75
2023-06-06,15138.41
2023-06-07,15508.44
2023-06-08,11059.66
2023-06-09,17223.79
2023-06-10,20274.69
2023-06-11,8229.15
2023-06-12,12523.44
2023-06-13,14747.95
2023-06-14,14553.9
2023-06-15,13943.39
2023-06-16,16249.88
2023-06-17,19175.5
2023-06-18,7633.45
2023-06-19,13283.55
2023-06-20,13303.27
2023-06-21,12310.76
2023-06-22,13775.22
2023-06-23,17186.61
2023-06-24,18459.17
2023-06-25,10295.64
2023-06-26,14257.64
2023-06-27,15093.24
2023-06-28,13077.29
2023-06-29,12334.89
2023-06-30,18827.64
2023-07-01,17544.66
2023-07-02,7649.61
2023-07-03,11231.289999999999
2023-07-04,17538.49
2023-07-05,13362.83
2023-07-06,16300.18
2023-07-07,17237.05
2023-07-08,17746.56
2023-07-09,6805.2
2023-07-10,14316.93
2023-07-11,13748.039999999999
2023-07-12,15109.47
2023-07-13,12344.32
2023-07-14,17746.6
2023-07-15,19653.16
2023-07-16,8014.98
2023-07-17,13025.24
2023-07-18,14676.54
2023-07-19,13005.29
2023-07-20,13020.6
2023-07-21,15004.67
2023-07-22,18375.35
2023-07-23,7693.94
2023-07-24,13275.17
2023-07-25,17456.13
2023-07-26,16587.67
2023-07-27,11893.51
2023-07-28,16411.77
2023-07-29,19299.05
2023-07-30,7278.69
2023-07-31,12769.0
2023-08-01,15029.05
2023-08-02,15562.8
2023-08-03,13909.22
2023-08-04,16200.71
2023-08-05,14929.15
2023-08-06,10268.91
2023-08-07,12690.39
2023-08-08,14865.28
2023-08-09,15480.86
2023-08-10,15708.23
2023-08-11,19204.71
2023-08-12,19052.09
2023-08-13,7858.47
2023-08-14,13344.19
2023-08-15,16170.4
2023-08-16,15784.8
2023-08-17,11066.37
2023-08-18,16338.78
2023-08-19,18685.92
2023-08-20,9269.72
2023-08-21,13468.27
2023-08-22,16292.99
2023-08-23,13201.89
2023-08-24,15591.91
2023-08-25,14903.78
2023-08-26,19928.1
2023-08-27,8878.13
2023-08-28,12459.28
2023-08-29,16816.37
2023-08-30,15195.65
2023-08-31,12995.31
2023-09-01,19477.67
2023-09-02,19622.12
2023-09-03,8370.04
2023-09-04,15564.78
2023-09-05,13082.45
2023-09-06,15484.89
2023-09-07,9983.43
2023-09-08,17732.95
2023-09-09,18334.63
2023-09-10,8815.17
2023-09-11,11838.82
2023-09-12,13022.6
2023-09-13,14550.63
2023-09-14,12685.45
2023-09-15,18747.38
2023-09-16,19109.94
2023-09-17,9450.08
2023-09-18,17817.13
2023-09-19,15367.55
2023-09-20,13927.61
2023-09-21,13640.51
2023-09-22,17822.59
2023-09-23,20398.329999999998
2023-09-24,9118.65
2023-09-25,15616.89
2023-09-26,14440.5
2023-09-27,14000.23
2023-09-28,11856.2
2023-09-29,18149.85
2023-09-30,20242.85
2023-10-01,8712.47
2023-10-02,14701.06
2023-10-03,13094.22
2023-10-04,17967.69
2023-10-05,13099.58
2023-10-06,14601.09
2023-10-07,22780.9
2023-10-08,8042.0
2023-10-09,15064.48
2023-10-10,15287.64
2023-10-11,15341.71
2023-10-12,13889.86
2023-10-13,15153.12
2023-10-14,18265.73
2023-10-15,8440.2
2023-10-16,16736.89
2023-10-17,12739.91
2023-10-18,13266.45
2023-10-19,10776.6
2023-10-20,12822.36
2023-10-21,20250.420000000002
2023-10-22,9361.19
2023-10-23,15467.62
2023-10-24,14408.87
2023-10-25,11967.050000000001
2023-10-26,13175.62
2023-10-27,19210.88
2023-10-28,19862.85
2023-10-29,7577.42
2023-10-30,15144.45
2023-10-31,16146.41
2023-11-01,15305.31
2023-11-02,12826.67
2023-11-03,17867.01
2023-11-04,20689.06
2023-11-05,7168.88
2023-11-06,11919.45
2023-11-07,16990.74
2023-11-08,15068.53
2023-11-09,11877.41
2023-11-10,18489.66
2023-11-11,20962.89
2023-11-12,9438.28
2023-11-13,17978.0
2023-11-14,15372.21
2023-11-15,12607.16
2023-11-16,13457.48
2023-11-17,18625.86
2023-11-18,19648.1
2023-11-19,10143.86
2023-11-20,49291.01
2023-11-21,53197.28
2023-11-22,48497.45
2023-11-23,43408.84
2023-11-24,53906.18
2023-11-25,62996.06
2023-11-26,32231.44
2023-11-27,49014.73
2023-11-28,51778.0
2023-11-29,48818.62
2023-11-30,42893.3
2023-12-01,15210.09
2023-12-02,20390.36
2023-12-03,9979.41
2023-12-04,13628.21
2023-12-05,15842.380000000001
2023-12-06,17230.22
2023-12-07,14726.61
2023-12-08,18361.01
2023-12-09,22514.42
2023-12-10,10688.98
2023-12-11,13650.95
2023-12-12,17330.18
2023-12-13,15289.58
2023-12-14,14404.94
2023-12-15,71575.29
2023-12-16,83570.42
2023-12-17,36866.84
2023-12-18,55310.54
2023-12-19,62369.07
2023-12-20,57797.11
2023-12-21,55057.96
2023-12-22,69542.84
2023-12-23,79661.94
2023-12-24,36564.37
2023-12-25,60785.31
2023-12-26,67046.41
2023-12-27,59372.31
2023-12-28,52935.29
2023-12-29,66812.45
2023-12-30,78555.9
2023-12-31,39766.52
