ds,y
2022-04-24,3.0
2022-04-25,7.0
2022-04-26,11.0
2022-04-27,6.0
2022-04-28,10.0
2022-04-29,11.0
2022-04-30,12.0
2022-05-01,2.0
2022-05-02,11.0
2022-05-03,8.0
2022-05-04,10.0
2022-05-05,10.0
2022-05-06,8.0
2022-05-07,16.0
2022-05-08,17.0
2022-05-09,14.0
2022-05-10,7.0
2022-05-11,8.0
2022-05-12,7.0
2022-05-13,19.0
2022-05-14,18.0
2022-05-15,3.0
2022-05-16,6.0
2022-05-17,11.0
2022-05-18,4.0
2022-05-19,9.0
2022-05-20,9.0
2022-05-21,13.0
2022-05-22,10.0
2022-05-23,16.0
2022-05-24,14.0
2022-05-25,9.0
2022-05-26,6.0
2022-05-27,14.0
2022-05-28,16.0
2022-05-29,12.0
2022-05-30,19.0
2022-05-31,12.0
2022-06-01,13.0
2022-06-02,12.0
2022-06-03,11.0
2022-06-04,18.0
2022-06-05,7.0
2022-06-06,7.0
2022-06-07,17.0
2022-06-08,10.0
2022-06-09,3.0
2022-06-10,10.0
2022-06-11,9.0
2022-06-12,4.0
2022-06-13,15.0
2022-06-14,7.0
2022-06-15,8.0
2022-06-16,10.0
2022-06-17,13.0
2022-06-18,20.0
2022-06-19,10.0
2022-06-20,5.0
2022-06-21,5.0
2022-06-22,8.0
2022-06-23,13.0
2022-06-24,11.0
2022-06-25,11.0
2022-06-26,4.0
2022-06-27,11.0
2022-06-28,12.0
2022-06-29,12.0
2022-06-30,12.0
2022-07-01,10.0
2022-07-02,19.0
2022-07-03,6.0
2022-07-04,10.0
2022-07-05,14.0
2022-07-06,12.0
2022-07-07,9.0
2022-07-08,10.0
2022-07-09,6.0
2022-07-10,5.0
2022-07-11,4.0
2022-07-12,6.0
2022-07-13,14.0
2022-07-14,15.0
2022-07-15,13.0
2022-07-16,15.0
2022-07-17,3.0
2022-07-18,8.0
2022-07-19,7.0
2022-07-20,5.0
2022-07-21,17.0
2022-07-22,15.0
2022-07-23,10.0
2022-07-24,8.0
2022-07-25,11.0
2022-07-26,7.0
2022-07-27,14.0
2022-07-28,13.0
2022-07-29,18.0
2022-07-30,10.0
2022-07-31,7.0
2022-08-01,6.0
2022-08-02,7.0
2022-08-03,6.0
2022-08-04,3.0
2022-08-05,12.0
2022-08-06,15.0
2022-08-07,7.0
2022-08-08,4.0
2022-08-09,10.0
2022-08-10,10.0
2022-08-11,6.0
2022-08-12,7.0
2022-08-13,17.0
2022-08-14,1.0
2022-08-15,7.0
2022-08-16,11.0
2022-08-17,7.0
2022-08-18,11.0
2022-08-19,15.0
2022-08-20,14.0
2022-08-21,15.0
2022-08-22,10.0
2022-08-23,8.0
2022-08-24,4.0
2022-08-25,6.0
2022-08-26,16.0
2022-08-27,9.0
2022-08-28,1.0
2022-08-29,11.0
2022-08-30,5.0
2022-08-31,4.0
2022-09-01,15.0
2022-09-02,17.0
2022-09-03,15.0
2022-09-04,4.0
2022-09-05,7.0
2022-09-06,11.0
2022-09-07,9.0
2022-09-08,6.0
2022-09-09,8.0
2022-09-10,7.0
2022-09-11,3.0
2022-09-12,10.0
2022-09-13,6.0
2022-09-14,13.0
2022-09-15,10.0
2022-09-16,15.0
2022-09-17,7.0
2022-09-18,1.0
2022-09-19,10.0
2022-09-20,6.0
2022-09-21,8.0
2022-09-22,13.0
2022-09-23,7.0
2022-09-24,13.0
2022-09-25,7.0
2022-09-26,11.0
2022-09-27,16.0
2022-09-28,8.0
2022-09-29,7.0
2022-09-30,14.0
2022-10-01,11.0
2022-10-02,8.0
2022-10-03,6.0
2022-10-04,13.0
2022-10-05,11.0
2022-10-06,14.0
2022-10-07,17.0
2022-10-08,22.0
2022-10-09,6.0
2022-10-10,11.0
2022-10-11,11.0
2022-10-12,14.0
2022-10-13,5.0
2022-10-14,13.0
2022-10-15,9.0
2022-10-16,9.0
2022-10-17,11.0
2022-10-18,6.0
2022-10-19,9.0
2022-10-20,7.0
2022-10-21,14.0
2022-10-22,10.0
2022-10-23,4.0
2022-10-24,13.0
2022-10-25,3.0
2022-10-26,27.0
2022-10-27,11.0
2022-10-28,9.0
2022-10-29,13.0
2022-10-30,5.0
2022-10-31,8.0
2022-11-01,15.0
2022-11-02,2.0
2022-11-03,6.0
2022-11-04,8.0
2022-11-05,14.0
2022-11-06,3.0
2022-11-07,16.0
2022-11-08,10.0
2022-11-09,11.0
2022-11-10,12.0
2022-11-11,10.0
2022-11-12,7.0
2022-11-13,4.0
2022-11-14,11.0
2022-11-15,4.0
2022-11-16,1.0
2022-11-17,9.0
2022-11-18,15.0
2022-11-19,21.0
2022-11-20,19.0
2022-11-21,25.0
2022-11-22,22.0
2022-11-23,37.0
2022-11-24,22.0
2022-11-25,43.0
2022-11-26,51.0
2022-11-27,21.0
2022-11-28,30.0
2022-11-29,32.0
2022-11-30,33.0
2022-12-01,2.0
2022-12-02,9.0
2022-12-03,16.0
2022-12-04,11.0
2022-12-05,14.0
2022-12-06,14.0
2022-12-07,11.0
2022-12-08,11.0
2022-12-09,6.0
2022-12-10,18.0
2022-12-11,3.0
2022-12-12,6.0
2022-12-13,12.0
2022-12-14,3.0
2022-12-15,34.0
2022-12-16,38.0
2022-12-17,40.0
2022-12-18,15.0
2022-12-19,35.0
2022-12-20,31.0
2022-12-21,30.0
2022-12-22,29.0
2022-12-23,44.0
2022-12-24,61.0
2022-12-25,24.0
2022-12-26,22.0
2022-12-27,35.0
2022-12-28,22.0
2022-12-29,24.0
2022-12-30,59.0
2022-12-31,52.0
2023-01-01,1.0
2023-01-02,6.0
2023-01-03,6.0
2023-01-04,16.0
2023-01-05,8.0
2023-01-06,4.0
2023-01-07,13.0
2023-01-08,5.0
2023-01-09,14.0
2023-01-10,6.0
2023-01-11,10.0
2023-01-12,9.0
2023-01-13,6.0
2023-01-14,10.0
2023-01-15,5.0
2023-01-16,7.0
2023-01-17,12.0
2023-01-18,13.0
2023-01-19,14.0
2023-01-20,11.0
2023-01-21,10.0
2023-01-22,9.0
2023-01-23,8.0
2023-01-24,9.0
2023-01-25,10.0
2023-01-26,9.0
2023-01-27,6.0
2023-01-28,20.0
2023-01-29,9.0
2023-01-30,8.0
2023-01-31,9.0
2023-02-01,4.0
2023-02-02,14.0
2023-02-03,9.0
2023-02-04,13.0
2023-02-05,4.0
2023-02-06,16.0
2023-02-07,11.0
2023-02-08,12.0
2023-02-09,9.0
2023-02-10,6.0
2023-02-11,18.0
2023-02-12,5.0
2023-02-13,8.0
2023-02-14,27.0
2023-02-15,14.0
2023-02-16,11.0
2023-02-17,7.0
2023-02-18,16.0
2023-02-19,11.0
2023-02-20,6.0
2023-02-21,11.0
2023-02-22,8.0
2023-02-23,9.0
2023-02-24,15.0
2023-02-25,10.0
2023-02-26,6.0
2023-02-27,12.0
2023-02-28,9.0
2023-03-01,21.0
2023-03-02,12.0
2023-03-03,22.0
2023-03-04,34.0
2023-03-05,11.0
2023-03-06,23.0
2023-03-07,27.0
2023-03-08,41.0
2023-03-09,20.0
2023-03-10,37.0
2023-03-11,32.0
2023-03-12,12.0
2023-03-13,17.0
2023-03-14,32.0
2023-03-15,17.0
2023-03-16,13.0
2023-03-17,9.0
2023-03-18,8.0
2023-03-19,9.0
2023-03-20,13.0
2023-03-21,4.0
2023-03-22,10.0
2023-03-23,12.0
2023-03-24,10.0
2023-03-25,10.0
2023-03-26,3.0
2023-03-27,16.0
2023-03-28,9.0
2023-03-29,9.0
2023-03-30,7.0
2023-03-31,15.0
2023-04-01,26.0
2023-04-02,24.0
2023-04-03,37.0
2023-04-04,24.0
2023-04-05,39.0
2023-04-06,24.0
2023-04-07,24.0
2023-04-08,24.0
2023-04-09,18.0
2023-04-10,20.0
2023-04-11,22.0
2023-04-12,20.0
2023-04-13,8.0
2023-04-14,29.0
2023-04-15,27.0
2023-04-16,6.0
2023-04-17,14.0
2023-04-18,8.0
2023-04-19,6.0
2023-04-20,4.0
2023-04-21,11.0
2023-04-22,25.0
2023-04-23,4.0
2023-04-24,5.0
2023-04-25,4.0
2023-04-26,3.0
2023-04-27,6.0
2023-04-28,10.0
2023-04-29,18.0
2023-04-30,7.0
2023-05-01,2.0
2023-05-02,8.0
2023-05-03,8.0
2023-05-04,14.0
2023-05-05,13.0
2023-05-06,10.0
2023-05-07,1.0
2023-05-08,6.0
2023-05-09,8.0
2023-05-10,7.0
2023-05-11,14.0
2023-05-12,14.0
2023-05-13,20.0
2023-05-14,15.0
2023-05-15,15.0
2023-05-16,5.0
2023-05-17,7.0
2023-05-18,12.0
2023-05-19,12.0
2023-05-20,8.0
2023-05-21,1.0
2023-05-22,6.0
2023-05-23,8.0
2023-05-24,2.0
2023-05-25,2.0
2023-05-26,14.0
2023-05-27,12.0
2023-05-28,7.0
2023-05-29,10.0
2023-05-30,13.0
2023-05-31,9.0
2023-06-01,11.0
2023-06-02,10.0
2023-06-03,12.0
2023-06-04,9.0
2023-06-05,13.0
2023-06-06,11.0
2023-06-07,13.0
2023-06-08,11.0
2023-06-09,10.0
2023-06-10,13.0
2023-06-11,6.0
2023-06-12,13.0
2023-06-13,7.0
2023-06-14,9.0
2023-06-15,6.0
2023-06-16,14.0
2023-06-17,11.0
2023-06-18,8.0
2023-06-19,10.0
2023-06-20,15.0
2023-06-21,6.0
2023-06-22,5.0
2023-06-23,13.0
2023-06-24,16.0
2023-06-25,12.0
2023-06-26,10.0
2023-06-27,11.0
2023-06-28,22.0
2023-06-29,17.0
2023-06-30,18.0
2023-07-01,12.0
2023-07-02,7.0
2023-07-03,8.0
2023-07-04,7.0
2023-07-05,1.0
2023-07-06,8.0
2023-07-07,5.0
2023-07-08,15.0
2023-07-09,2.0
2023-07-10,13.0
2023-07-11,9.0
2023-07-12,4.0
2023-07-13,9.0
2023-07-14,7.0
2023-07-15,22.0
2023-07-16,1.0
2023-07-17,4.0
2023-07-18,7.0
2023-07-19,6.0
2023-07-20,7.0
2023-07-21,15.0
2023-07-22,10.0
2023-07-23,6.0
2023-07-24,9.0
2023-07-25,9.0
2023-07-26,16.0
2023-07-27,10.0
2023-07-28,8.0
2023-07-29,15.0
2023-07-30,0.0
2023-07-31,6.0
2023-08-01,12.0
2023-08-02,9.0
2023-08-03,11.0
2023-08-04,5.0
2023-08-05,17.0
2023-08-06,5.0
2023-08-07,10.0
2023-08-08,7.0
2023-08-09,9.0
2023-08-10,5.0
2023-08-11,14.0
2023-08-12,16.0
2023-08-13,4.0
2023-08-14,10.0
2023-08-15,16.0
2023-08-16,12.0
2023-08-17,7.0
2023-08-18,9.0
2023-08-19,11.0
2023-08-20,10.0
2023-08-21,6.0
2023-08-22,9.0
2023-08-23,4.0
2023-08-24,12.0
2023-08-25,12.0
2023-08-26,6.0
2023-08-27,6.0
2023-08-28,9.0
2023-08-29,15.0
2023-08-30,14.0
2023-08-31,4.0
2023-09-01,11.0
2023-09-02,24.0
2023-09-03,7.0
2023-09-04,10.0
2023-09-05,13.0
2023-09-06,6.0
2023-09-07,9.0
2023-09-08,14.0
2023-09-09,14.0
2023-09-10,5.0
2023-09-11,3.0
2023-09-12,4.0
2023-09-13,9.0
2023-09-14,9.0
2023-09-15,9.0
2023-09-16,9.0
2023-09-17,9.0
2023-09-18,15.0
2023-09-19,16.0
2023-09-20,16.0
2023-09-21,8.0
2023-09-22,7.0
2023-09-23,22.0
2023-09-24,14.0
2023-09-25,15.0
2023-09-26,8.0
2023-09-27,9.0
2023-09-28,3.0
2023-09-29,6.0
2023-09-30,12.0
2023-10-01,4.0
2023-10-02,12.0
2023-10-03,9.0
2023-10-04,11.0
2023-10-05,8.0
2023-10-06,14.0
2023-10-07,15.0
2023-10-08,6.0
2023-10-09,6.0
2023-10-10,1.0
2023-10-11,5.0
2023-10-12,11.0
2023-10-13,11.0
2023-10-14,16.0
2023-10-15,7.0
2023-10-16,10.0
2023-10-17,6.0
2023-10-18,10.0
2023-10-19,6.0
2023-10-20,4.0
2023-10-21,6.0
2023-10-22,5.0
2023-10-23,5.0
2023-10-24,12.0
2023-10-25,11.0
2023-10-26,10.0
2023-10-27,14.0
2023-10-28,19.0
2023-10-29,4.0
2023-10-30,12.0
2023-10-31,15.0
2023-11-01,13.0
2023-11-02,11.0
2023-11-03,12.0
2023-11-04,13.0
2023-11-05,9.0
2023-11-06,10.0
2023-11-07,10.0
2023-11-08,12.0
2023-11-09,7.0
2023-11-10,19.0
2023-11-11,5.0
2023-11-12,4.0
2023-11-13,7.0
2023-11-14,9.0
2023-11-15,8.0
2023-11-16,6.0
2023-11-17,7.0
2023-11-18,18.0
2023-11-19,4.0
2023-11-20,26.0
2023-11-21,21.0
2023-11-22,41.0
2023-11-23,31.0
2023-11-24,32.0
2023-11-25,39.0
2023-11-26,16.0
2023-11-27,28.0
2023-11-28,31.0
2023-11-29,22.0
2023-11-30,36.0
2023-12-01,12.0
2023-12-02,21.0
2023-12-03,3.0
2023-12-04,10.0
2023-12-05,9.0
2023-12-06,15.0
2023-12-07,6.0
2023-12-08,19.0
2023-12-09,17.0
2023-12-10,4.0
2023-12-11,13.0
2023-12-12,14.0
2023-12-13,11.0
2023-12-14,13.0
2023-12-15,38.0
2023-12-16,64.0
2023-12-17,23.0
2023-12-18,40.0
2023-12-19,43.0
2023-12-20,25.0
2023-12-21,47.0
2023-12-22,58.0
2023-12-23,54.0
2023-12-24,27.0
2023-12-25,56.0
2023-12-26,47.0
2023-12-27,35.0
2023-12-28,37.0
2023-12-29,40.0
2023-12-30,43.0
2023-12-31,21.0
