ds,y
2022-05-28,56
2022-05-29,19
2022-05-30,34
2022-05-31,36
2022-06-01,18
2022-06-02,29
2022-06-03,36
2022-06-04,41
2022-06-05,28
2022-06-06,22
2022-06-07,30
2022-06-08,32
2022-06-09,32
2022-06-10,33
2022-06-11,49
2022-06-12,13
2022-06-13,24
2022-06-14,34
2022-06-15,21
2022-06-16,32
2022-06-17,33
2022-06-18,51
2022-06-19,23
2022-06-20,43
2022-06-21,49
2022-06-22,39
2022-06-23,18
2022-06-24,33
2022-06-25,48
2022-06-26,22
2022-06-27,41
2022-06-28,24
2022-06-29,30
2022-06-30,26
2022-07-01,32
2022-07-02,45
2022-07-03,33
2022-07-04,40
2022-07-05,31
2022-07-06,39
2022-07-07,51
2022-07-08,26
2022-07-09,62
2022-07-10,29
2022-07-11,25
2022-07-12,25
2022-07-13,44
2022-07-14,38
2022-07-15,28
2022-07-16,48
2022-07-17,29
2022-07-18,38
2022-07-19,34
2022-07-20,20
2022-07-21,20
2022-07-22,34
2022-07-23,48
2022-07-24,16
2022-07-25,38
2022-07-26,26
2022-07-27,30
2022-07-28,41
2022-07-29,39
2022-07-30,42
2022-07-31,26
2022-08-01,35
2022-08-02,32
2022-08-03,28
2022-08-04,26
2022-08-05,34
2022-08-06,35
2022-08-07,20
2022-08-08,33
2022-08-09,27
2022-08-10,24
2022-08-11,38
2022-08-12,33
2022-08-13,38
2022-08-14,14
2022-08-15,18
2022-08-16,39
2022-08-17,27
2022-08-18,37
2022-08-19,45
2022-08-20,38
2022-08-21,17
2022-08-22,21
2022-08-23,33
2022-08-24,35
2022-08-25,26
2022-08-26,27
2022-08-27,42
2022-08-28,21
2022-08-29,26
2022-08-30,36
2022-08-31,28
2022-09-01,17
2022-09-02,23
2022-09-03,31
2022-09-04,14
2022-09-05,30
2022-09-06,37
2022-09-07,32
2022-09-08,24
2022-09-09,37
2022-09-10,41
2022-09-11,19
2022-09-12,22
2022-09-13,22
2022-09-14,24
2022-09-15,33
2022-09-16,28
2022-09-17,28
2022-09-18,32
2022-09-19,43
2022-09-20,29
2022-09-21,33
2022-09-22,27
2022-09-23,41
2022-09-24,38
2022-09-25,25
2022-09-26,15
2022-09-27,36
2022-09-28,30
2022-09-29,18
2022-09-30,22
2022-10-01,47
2022-10-02,24
2022-10-03,23
2022-10-04,36
2022-10-05,42
2022-10-06,27
2022-10-07,38
2022-10-08,35
2022-10-09,24
2022-10-10,26
2022-10-11,33
2022-10-12,22
2022-10-13,30
2022-10-14,38
2022-10-15,51
2022-10-16,24
2022-10-17,35
2022-10-18,34
2022-10-19,23
2022-10-20,33
2022-10-21,38
2022-10-22,35
2022-10-23,16
2022-10-24,35
2022-10-25,39
2022-10-26,32
2022-10-27,24
2022-10-28,34
2022-10-29,42
2022-10-30,14
2022-10-31,22
2022-11-01,28
2022-11-02,42
2022-11-03,34
2022-11-04,27
2022-11-05,48
2022-11-06,19
2022-11-07,33
2022-11-08,31
2022-11-09,32
2022-11-10,27
2022-11-11,27
2022-11-12,56
2022-11-13,27
2022-11-14,28
2022-11-15,28
2022-11-16,43
2022-11-17,24
2022-11-18,39
2022-11-19,49
2022-11-20,58
2022-11-21,91
2022-11-22,92
2022-11-23,109
2022-11-24,84
2022-11-25,105
2022-11-26,127
2022-11-27,72
2022-11-28,70
2022-11-29,105
2022-11-30,107
2022-12-01,34
2022-12-02,27
2022-12-03,36
2022-12-04,22
2022-12-05,13
2022-12-06,31
2022-12-07,29
2022-12-08,30
2022-12-09,30
2022-12-10,40
2022-12-11,16
2022-12-12,24
2022-12-13,20
2022-12-14,35
2022-12-15,112
2022-12-16,134
2022-12-17,147
2022-12-18,67
2022-12-19,103
2022-12-20,113
2022-12-21,105
2022-12-22,92
2022-12-23,142
2022-12-24,149
2022-12-25,76
2022-12-26,135
2022-12-27,149
2022-12-28,137
2022-12-29,132
2022-12-30,131
2022-12-31,133
2023-01-01,13
2023-01-02,31
2023-01-03,30
2023-01-04,22
2023-01-05,36
2023-01-06,40
2023-01-07,40
2023-01-08,18
2023-01-09,34
2023-01-10,25
2023-01-11,26
2023-01-12,28
2023-01-13,38
2023-01-14,43
2023-01-15,20
2023-01-16,32
2023-01-17,32
2023-01-18,28
2023-01-19,25
2023-01-20,45
2023-01-21,49
2023-01-22,15
2023-01-23,29
2023-01-24,39
2023-01-25,29
2023-01-26,28
2023-01-27,42
2023-01-28,40
2023-01-29,24
2023-01-30,30
2023-01-31,23
2023-02-01,19
2023-02-02,23
2023-02-03,55
2023-02-04,37
2023-02-05,13
2023-02-06,36
2023-02-07,42
2023-02-08,22
2023-02-09,29
2023-02-10,36
2023-02-11,50
2023-02-12,12
2023-02-13,31
2023-02-14,140
2023-02-15,37
2023-02-16,32
2023-02-17,40
2023-02-18,41
2023-02-19,18
2023-02-20,35
2023-02-21,45
2023-02-22,45
2023-02-23,33
2023-02-24,41
2023-02-25,51
2023-02-26,25
2023-02-27,33
2023-02-28,34
2023-03-01,73
2023-03-02,81
2023-03-03,78
2023-03-04,98
2023-03-05,44
2023-03-06,102
2023-03-07,69
2023-03-08,144
2023-03-09,67
2023-03-10,84
2023-03-11,115
2023-03-12,57
2023-03-13,97
2023-03-14,85
2023-03-15,86
2023-03-16,35
2023-03-17,31
2023-03-18,57
2023-03-19,26
2023-03-20,25
2023-03-21,26
2023-03-22,37
2023-03-23,31
2023-03-24,50
2023-03-25,48
2023-03-26,30
2023-03-27,41
2023-03-28,34
2023-03-29,23
2023-03-30,29
2023-03-31,26
2023-04-01,92
2023-04-02,65
2023-04-03,91
2023-04-04,105
2023-04-05,99
2023-04-06,67
2023-04-07,107
2023-04-08,89
2023-04-09,65
2023-04-10,88
2023-04-11,100
2023-04-12,67
2023-04-13,62
2023-04-14,101
2023-04-15,145
2023-04-16,23
2023-04-17,31
2023-04-18,49
2023-04-19,36
2023-04-20,22
2023-04-21,49
2023-04-22,45
2023-04-23,20
2023-04-24,26
2023-04-25,17
2023-04-26,45
2023-04-27,30
2023-04-28,40
2023-04-29,49
2023-04-30,17
2023-05-01,30
2023-05-02,35
2023-05-03,34
2023-05-04,35
2023-05-05,43
2023-05-06,44
2023-05-07,12
2023-05-08,37
2023-05-09,24
2023-05-10,39
2023-05-11,40
2023-05-12,30
2023-05-13,54
2023-05-14,96
2023-05-15,37
2023-05-16,34
2023-05-17,38
2023-05-18,29
2023-05-19,42
2023-05-20,38
2023-05-21,23
2023-05-22,32
2023-05-23,32
2023-05-24,34
2023-05-25,38
2023-05-26,29
2023-05-27,40
2023-05-28,28
2023-05-29,28
2023-05-30,32
2023-05-31,40
2023-06-01,33
2023-06-02,42
2023-06-03,29
2023-06-04,24
2023-06-05,26
2023-06-06,37
2023-06-07,33
2023-06-08,31
2023-06-09,38
2023-06-10,55
2023-06-11,16
2023-06-12,17
2023-06-13,40
2023-06-14,33
2023-06-15,38
2023-06-16,48
2023-06-17,54
2023-06-18,14
2023-06-19,25
2023-06-20,29
2023-06-21,35
2023-06-22,36
2023-06-23,37
2023-06-24,45
2023-06-25,24
2023-06-26,24
2023-06-27,51
2023-06-28,37
2023-06-29,34
2023-06-30,39
2023-07-01,30
2023-07-02,18
2023-07-03,21
2023-07-04,38
2023-07-05,29
2023-07-06,29
2023-07-07,52
2023-07-08,36
2023-07-09,22
2023-07-10,27
2023-07-11,45
2023-07-12,38
2023-07-13,23
2023-07-14,50
2023-07-15,53
2023-07-16,27
2023-07-17,42
2023-07-18,34
2023-07-19,26
2023-07-20,31
2023-07-21,52
2023-07-22,49
2023-07-23,21
2023-07-24,41
2023-07-25,47
2023-07-26,44
2023-07-27,43
2023-07-28,51
2023-07-29,51
2023-07-30,17
2023-07-31,29
2023-08-01,40
2023-08-02,31
2023-08-03,33
2023-08-04,49
2023-08-05,36
2023-08-06,20
2023-08-07,32
2023-08-08,39
2023-08-09,38
2023-08-10,43
2023-08-11,44
2023-08-12,50
2023-08-13,25
2023-08-14,42
2023-08-15,39
2023-08-16,31
2023-08-17,27
2023-08-18,24
2023-08-19,36
2023-08-20,23
2023-08-21,31
2023-08-22,43
2023-08-23,33
2023-08-24,22
2023-08-25,42
2023-08-26,59
2023-08-27,18
2023-08-28,30
2023-08-29,47
2023-08-30,43
2023-08-31,32
2023-09-01,39
2023-09-02,57
2023-09-03,18
2023-09-04,44
2023-09-05,28
2023-09-06,41
2023-09-07,18
2023-09-08,37
2023-09-09,39
2023-09-10,28
2023-09-11,43
2023-09-12,33
2023-09-13,38
2023-09-14,33
2023-09-15,44
2023-09-16,56
2023-09-17,18
2023-09-18,38
2023-09-19,36
2023-09-20,42
2023-09-21,21
2023-09-22,49
2023-09-23,45
2023-09-24,26
2023-09-25,31
2023-09-26,26
2023-09-27,31
2023-09-28,43
2023-09-29,40
2023-09-30,42
2023-10-01,14
2023-10-02,39
2023-10-03,34
2023-10-04,35
2023-10-05,36
2023-10-06,40
2023-10-07,54
2023-10-08,24
2023-10-09,22
2023-10-10,41
2023-10-11,35
2023-10-12,40
2023-10-13,38
2023-10-14,42
2023-10-15,21
2023-10-16,25
2023-10-17,20
2023-10-18,39
2023-10-19,34
2023-10-20,30
2023-10-21,51
2023-10-22,11
2023-10-23,31
2023-10-24,25
2023-10-25,33
2023-10-26,27
2023-10-27,52
2023-10-28,39
2023-10-29,16
2023-10-30,45
2023-10-31,39
2023-11-01,45
2023-11-02,30
2023-11-03,38
2023-11-04,44
2023-11-05,20
2023-11-06,29
2023-11-07,40
2023-11-08,36
2023-11-09,35
2023-11-10,31
2023-11-11,62
2023-11-12,18
2023-11-13,55
2023-11-14,29
2023-11-15,28
2023-11-16,26
2023-11-17,38
2023-11-18,44
2023-11-19,24
2023-11-20,121
2023-11-21,121
2023-11-22,117
2023-11-23,100
2023-11-24,130
2023-11-25,160
2023-11-26,83
2023-11-27,112
2023-11-28,124
2023-11-29,124
2023-11-30,95
2023-12-01,37
2023-12-02,56
2023-12-03,20
2023-12-04,27
2023-12-05,27
2023-12-06,55
2023-12-07,33
2023-12-08,39
2023-12-09,46
2023-12-10,19
2023-12-11,32
2023-12-12,33
2023-12-13,35
2023-12-14,28
2023-12-15,164
2023-12-16,196
2023-12-17,80
2023-12-18,127
2023-12-19,125
2023-12-20,132
2023-12-21,118
2023-12-22,148
2023-12-23,177
2023-12-24,87
2023-12-25,159
2023-12-26,151
2023-12-27,134
2023-12-28,138
2023-12-29,135
2023-12-30,194
2023-12-31,82
