ds,y
2023-06-17,61
2023-06-18,31
2023-06-19,44
2023-06-20,34
2023-06-21,52
2023-06-22,42
2023-06-23,55
2023-06-24,49
2023-06-25,38
2023-06-26,55
2023-06-27,54
2023-06-28,30
2023-06-29,35
2023-06-30,59
2023-07-01,61
2023-07-02,30
2023-07-03,42
2023-07-04,44
2023-07-05,55
2023-07-06,47
2023-07-07,60
2023-07-08,63
2023-07-09,21
2023-07-10,49
2023-07-11,47
2023-07-12,60
2023-07-13,53
2023-07-14,52
2023-07-15,67
2023-07-16,26
2023-07-17,40
2023-07-18,59
2023-07-19,48
2023-07-20,52
2023-07-21,33
2023-07-22,59
2023-07-23,23
2023-07-24,43
2023-07-25,47
2023-07-26,47
2023-07-27,25
2023-07-28,60
2023-07-29,67
2023-07-30,31
2023-07-31,40
2023-08-01,52
2023-08-02,63
2023-08-03,41
2023-08-04,51
2023-08-05,65
2023-08-06,31
2023-08-07,38
2023-08-08,50
2023-08-09,32
2023-08-10,47
2023-08-11,74
2023-08-12,58
2023-08-13,25
2023-08-14,35
2023-08-15,54
2023-08-16,40
2023-08-17,40
2023-08-18,58
2023-08-19,64
2023-08-20,31
2023-08-21,44
2023-08-22,46
2023-08-23,58
2023-08-24,39
2023-08-25,42
2023-08-26,67
2023-08-27,34
2023-08-28,45
2023-08-29,42
2023-08-30,37
2023-08-31,47
2023-09-01,66
2023-09-02,50
2023-09-03,25
2023-09-04,49
2023-09-05,45
2023-09-06,50
2023-09-07,36
2023-09-08,74
2023-09-09,63
2023-09-10,32
2023-09-11,37
2023-09-12,48
2023-09-13,44
2023-09-14,35
2023-09-15,54
2023-09-16,54
2023-09-17,18
2023-09-18,62
2023-09-19,56
2023-09-20,36
2023-09-21,41
2023-09-22,52
2023-09-23,66
2023-09-24,32
2023-09-25,48
2023-09-26,41
2023-09-27,46
2023-09-28,29
2023-09-29,70
2023-09-30,52
2023-10-01,37
2023-10-02,33
2023-10-03,28
2023-10-04,60
2023-10-05,35
2023-10-06,39
2023-10-07,65
2023-10-08,23
2023-10-09,35
2023-10-10,62
2023-10-11,44
2023-10-12,35
2023-10-13,48
2023-10-14,60
2023-10-15,28
2023-10-16,70
2023-10-17,52
2023-10-18,35
2023-10-19,33
2023-10-20,42
2023-10-21,67
2023-10-22,41
2023-10-23,59
2023-10-24,38
2023-10-25,35
2023-10-26,44
2023-10-27,68
2023-10-28,61
2023-10-29,35
2023-10-30,42
2023-10-31,53
2023-11-01,53
2023-11-02,25
2023-11-03,61
2023-11-04,62
2023-11-05,27
2023-11-06,46
2023-11-07,68
2023-11-08,41
2023-11-09,37
2023-11-10,63
2023-11-11,68
2023-11-12,35
2023-11-13,50
2023-11-14,40
2023-11-15,41
2023-11-16,39
2023-11-17,52
2023-11-18,55
2023-11-19,31
2023-11-20,155
2023-11-21,170
2023-11-22,170
2023-11-23,144
2023-11-24,164
2023-11-25,191
2023-11-26,101
2023-11-27,134
2023-11-28,179
2023-11-29,158
2023-11-30,104
2023-12-01,45
2023-12-02,59
2023-12-03,41
2023-12-04,46
2023-12-05,57
2023-12-06,54
2023-12-07,41
2023-12-08,72
2023-12-09,78
2023-12-10,37
2023-12-11,47
2023-12-12,51
2023-12-13,37
2023-12-14,46
2023-12-15,203
2023-12-16,241
2023-12-17,103
2023-12-18,185
2023-12-19,197
2023-12-20,187
2023-12-21,179
2023-12-22,217
2023-12-23,247
2023-12-24,96
2023-12-25,190
2023-12-26,172
2023-12-27,180
2023-12-28,157
2023-12-29,207
2023-12-30,225
2023-12-31,121
