ds,y
2022-05-19,89
2022-05-20,125
2022-05-21,142
2022-05-22,60
2022-05-23,106
2022-05-24,106
2022-05-25,90
2022-05-26,92
2022-05-27,130
2022-05-28,138
2022-05-29,56
2022-05-30,93
2022-05-31,124
2022-06-01,84
2022-06-02,92
2022-06-03,115
2022-06-04,135
2022-06-05,75
2022-06-06,86
2022-06-07,106
2022-06-08,111
2022-06-09,88
2022-06-10,113
2022-06-11,130
2022-06-12,50
2022-06-13,103
2022-06-14,98
2022-06-15,82
2022-06-16,95
2022-06-17,127
2022-06-18,129
2022-06-19,70
2022-06-20,114
2022-06-21,113
2022-06-22,110
2022-06-23,84
2022-06-24,113
2022-06-25,130
2022-06-26,73
2022-06-27,110
2022-06-28,104
2022-06-29,115
2022-06-30,98
2022-07-01,116
2022-07-02,133
2022-07-03,69
2022-07-04,107
2022-07-05,112
2022-07-06,103
2022-07-07,98
2022-07-08,122
2022-07-09,138
2022-07-10,71
2022-07-11,88
2022-07-12,117
2022-07-13,107
2022-07-14,99
2022-07-15,119
2022-07-16,148
2022-07-17,74
2022-07-18,97
2022-07-19,108
2022-07-20,94
2022-07-21,96
2022-07-22,119
2022-07-23,136
2022-07-24,62
2022-07-25,119
2022-07-26,95
2022-07-27,92
2022-07-28,103
2022-07-29,117
2022-07-30,141
2022-07-31,74
2022-08-01,100
2022-08-02,97
2022-08-03,88
2022-08-04,79
2022-08-05,127
2022-08-06,131
2022-08-07,46
2022-08-08,92
2022-08-09,86
2022-08-10,82
2022-08-11,80
2022-08-12,99
2022-08-13,118
2022-08-14,54
2022-08-15,91
2022-08-16,98
2022-08-17,95
2022-08-18,89
2022-08-19,116
2022-08-20,124
2022-08-21,60
2022-08-22,109
2022-08-23,101
2022-08-24,92
2022-08-25,80
2022-08-26,119
2022-08-27,121
2022-08-28,59
2022-08-29,94
2022-08-30,107
2022-08-31,92
2022-09-01,80
2022-09-02,104
2022-09-03,116
2022-09-04,36
2022-09-05,98
2022-09-06,108
2022-09-07,92
2022-09-08,80
2022-09-09,108
2022-09-10,117
2022-09-11,69
2022-09-12,81
2022-09-13,86
2022-09-14,91
2022-09-15,91
2022-09-16,112
2022-09-17,125
2022-09-18,59
2022-09-19,94
2022-09-20,91
2022-09-21,107
2022-09-22,91
2022-09-23,108
2022-09-24,115
2022-09-25,60
2022-09-26,84
2022-09-27,117
2022-09-28,89
2022-09-29,85
2022-09-30,108
2022-10-01,123
2022-10-02,76
2022-10-03,82
2022-10-04,99
2022-10-05,104
2022-10-06,90
2022-10-07,109
2022-10-08,117
2022-10-09,69
2022-10-10,84
2022-10-11,99
2022-10-12,88
2022-10-13,80
2022-10-14,108
2022-10-15,120
2022-10-16,58
2022-10-17,98
2022-10-18,105
2022-10-19,88
2022-10-20,83
2022-10-21,110
2022-10-22,135
2022-10-23,62
2022-10-24,98
2022-10-25,109
2022-10-26,94
2022-10-27,102
2022-10-28,119
2022-10-29,130
2022-10-30,43
2022-10-31,83
2022-11-01,93
2022-11-02,89
2022-11-03,77
2022-11-04,112
2022-11-05,142
2022-11-06,45
2022-11-07,101
2022-11-08,92
2022-11-09,102
2022-11-10,81
2022-11-11,98
2022-11-12,135
2022-11-13,61
2022-11-14,100
2022-11-15,99
2022-11-16,101
2022-11-17,91
2022-11-18,120
2022-11-19,118
2022-11-20,183
2022-11-21,301
2022-11-22,334
2022-11-23,319
2022-11-24,268
2022-11-25,364
2022-11-26,423
2022-11-27,198
2022-11-28,291
2022-11-29,341
2022-11-30,315
2022-12-01,86
2022-12-02,111
2022-12-03,129
2022-12-04,63
2022-12-05,102
2022-12-06,100
2022-12-07,98
2022-12-08,92
2022-12-09,111
2022-12-10,136
2022-12-11,50
2022-12-12,99
2022-12-13,99
2022-12-14,108
2022-12-15,342
2022-12-16,418
2022-12-17,479
2022-12-18,236
2022-12-19,375
2022-12-20,397
2022-12-21,364
2022-12-22,325
2022-12-23,430
2022-12-24,495
2022-12-25,233
2022-12-26,382
2022-12-27,415
2022-12-28,361
2022-12-29,337
2022-12-30,437
2022-12-31,499
2023-01-01,49
2023-01-02,88
2023-01-03,93
2023-01-04,86
2023-01-05,101
2023-01-06,123
2023-01-07,121
2023-01-08,52
2023-01-09,97
2023-01-10,101
2023-01-11,82
2023-01-12,88
2023-01-13,112
2023-01-14,127
2023-01-15,58
2023-01-16,101
2023-01-17,101
2023-01-18,98
2023-01-19,93
2023-01-20,127
2023-01-21,126
2023-01-22,56
2023-01-23,94
2023-01-24,117
2023-01-25,97
2023-01-26,95
2023-01-27,123
2023-01-28,131
2023-01-29,76
2023-01-30,91
2023-01-31,100
2023-02-01,85
2023-02-02,81
2023-02-03,130
2023-02-04,145
2023-02-05,54
2023-02-06,104
2023-02-07,112
2023-02-08,88
2023-02-09,86
2023-02-10,115
2023-02-11,146
2023-02-12,47
2023-02-13,100
2023-02-14,392
2023-02-15,115
2023-02-16,86
2023-02-17,114
2023-02-18,143
2023-02-19,68
2023-02-20,90
2023-02-21,114
2023-02-22,103
2023-02-23,88
2023-02-24,120
2023-02-25,125
2023-02-26,64
2023-02-27,86
2023-02-28,122
2023-03-01,251
2023-03-02,220
2023-03-03,274
2023-03-04,345
2023-03-05,151
2023-03-06,252
2023-03-07,267
2023-03-08,434
2023-03-09,226
2023-03-10,294
2023-03-11,334
2023-03-12,152
2023-03-13,254
2023-03-14,261
2023-03-15,246
2023-03-16,86
2023-03-17,115
2023-03-18,141
2023-03-19,69
2023-03-20,87
2023-03-21,98
2023-03-22,94
2023-03-23,86
2023-03-24,119
2023-03-25,139
2023-03-26,78
2023-03-27,96
2023-03-28,100
2023-03-29,91
2023-03-30,95
2023-03-31,127
2023-04-01,329
2023-04-02,174
2023-04-03,247
2023-04-04,270
2023-04-05,255
2023-04-06,225
2023-04-07,292
2023-04-08,326
2023-04-09,167
2023-04-10,258
2023-04-11,264
2023-04-12,224
2023-04-13,225
2023-04-14,296
2023-04-15,349
2023-04-16,71
2023-04-17,98
2023-04-18,110
2023-04-19,92
2023-04-20,90
2023-04-21,125
2023-04-22,135
2023-04-23,57
2023-04-24,91
2023-04-25,100
2023-04-26,94
2023-04-27,99
2023-04-28,134
2023-04-29,137
2023-04-30,65
2023-05-01,86
2023-05-02,102
2023-05-03,100
2023-05-04,88
2023-05-05,123
2023-05-06,146
2023-05-07,44
2023-05-08,104
2023-05-09,102
2023-05-10,80
2023-05-11,104
2023-05-12,101
2023-05-13,145
2023-05-14,250
2023-05-15,104
2023-05-16,119
2023-05-17,100
2023-05-18,104
2023-05-19,107
2023-05-20,136
2023-05-21,69
2023-05-22,86
2023-05-23,108
2023-05-24,98
2023-05-25,94
2023-05-26,111
2023-05-27,135
2023-05-28,77
2023-05-29,91
2023-05-30,107
2023-05-31,99
2023-06-01,89
2023-06-02,118
2023-06-03,142
2023-06-04,70
2023-06-05,96
2023-06-06,113
2023-06-07,111
2023-06-08,84
2023-06-09,134
2023-06-10,148
2023-06-11,59
2023-06-12,84
2023-06-13,114
2023-06-14,91
2023-06-15,96
2023-06-16,123
2023-06-17,136
2023-06-18,62
2023-06-19,101
2023-06-20,97
2023-06-21,97
2023-06-22,95
2023-06-23,132
2023-06-24,135
2023-06-25,73
2023-06-26,100
2023-06-27,110
2023-06-28,105
2023-06-29,95
2023-06-30,123
2023-07-01,120
2023-07-02,60
2023-07-03,90
2023-07-04,109
2023-07-05,101
2023-07-06,107
2023-07-07,119
2023-07-08,131
2023-07-09,53
2023-07-10,111
2023-07-11,106
2023-07-12,102
2023-07-13,97
2023-07-14,122
2023-07-15,147
2023-07-16,57
2023-07-17,101
2023-07-18,112
2023-07-19,88
2023-07-20,97
2023-07-21,114
2023-07-22,145
2023-07-23,61
2023-07-24,93
2023-07-25,111
2023-07-26,110
2023-07-27,81
2023-07-28,113
2023-07-29,140
2023-07-30,59
2023-07-31,94
2023-08-01,101
2023-08-02,117
2023-08-03,98
2023-08-04,118
2023-08-05,127
2023-08-06,65
2023-08-07,100
2023-08-08,106
2023-08-09,112
2023-08-10,108
2023-08-11,130
2023-08-12,130
2023-08-13,63
2023-08-14,109
2023-08-15,108
2023-08-16,94
2023-08-17,89
2023-08-18,124
2023-08-19,139
2023-08-20,70
2023-08-21,96
2023-08-22,122
2023-08-23,96
2023-08-24,104
2023-08-25,114
2023-08-26,143
2023-08-27,65
2023-08-28,103
2023-08-29,115
2023-08-30,115
2023-08-31,84
2023-09-01,129
2023-09-02,149
2023-09-03,65
2023-09-04,115
2023-09-05,99
2023-09-06,108
2023-09-07,75
2023-09-08,139
2023-09-09,142
2023-09-10,66
2023-09-11,92
2023-09-12,99
2023-09-13,108
2023-09-14,92
2023-09-15,135
2023-09-16,132
2023-09-17,61
2023-09-18,116
2023-09-19,119
2023-09-20,105
2023-09-21,96
2023-09-22,113
2023-09-23,144
2023-09-24,81
2023-09-25,115
2023-09-26,105
2023-09-27,97
2023-09-28,83
2023-09-29,120
2023-09-30,141
2023-10-01,61
2023-10-02,106
2023-10-03,95
2023-10-04,113
2023-10-05,91
2023-10-06,117
2023-10-07,148
2023-10-08,57
2023-10-09,91
2023-10-10,116
2023-10-11,101
2023-10-12,99
2023-10-13,120
2023-10-14,128
2023-10-15,51
2023-10-16,102
2023-10-17,105
2023-10-18,104
2023-10-19,78
2023-10-20,91
2023-10-21,134
2023-10-22,59
2023-10-23,109
2023-10-24,99
2023-10-25,92
2023-10-26,98
2023-10-27,130
2023-10-28,138
2023-10-29,54
2023-10-30,100
2023-10-31,109
2023-11-01,105
2023-11-02,87
2023-11-03,128
2023-11-04,152
2023-11-05,61
2023-11-06,91
2023-11-07,129
2023-11-08,91
2023-11-09,89
2023-11-10,129
2023-11-11,153
2023-11-12,71
2023-11-13,121
2023-11-14,112
2023-11-15,91
2023-11-16,92
2023-11-17,121
2023-11-18,142
2023-11-19,66
2023-11-20,338
2023-11-21,351
2023-11-22,343
2023-11-23,310
2023-11-24,402
2023-11-25,466
2023-11-26,222
2023-11-27,325
2023-11-28,369
2023-11-29,351
2023-11-30,278
2023-12-01,118
2023-12-02,160
2023-12-03,63
2023-12-04,97
2023-12-05,116
2023-12-06,120
2023-12-07,97
2023-12-08,128
2023-12-09,155
2023-12-10,75
2023-12-11,99
2023-12-12,116
2023-12-13,114
2023-12-14,99
2023-12-15,481
2023-12-16,558
2023-12-17,258
2023-12-18,396
2023-12-19,429
2023-12-20,401
2023-12-21,369
2023-12-22,473
2023-12-23,549
2023-12-24,255
2023-12-25,408
2023-12-26,452
2023-12-27,375
2023-12-28,361
2023-12-29,470
2023-12-30,530
2023-12-31,260
