ds,y
2022-05-02,11.0
2022-05-03,14.0
2022-05-04,9.0
2022-05-05,10.0
2022-05-06,5.0
2022-05-07,22.0
2022-05-08,30.0
2022-05-09,10.0
2022-05-10,8.0
2022-05-11,15.0
2022-05-12,16.0
2022-05-13,16.0
2022-05-14,18.0
2022-05-15,5.0
2022-05-16,11.0
2022-05-17,16.0
2022-05-18,14.0
2022-05-19,12.0
2022-05-20,10.0
2022-05-21,15.0
2022-05-22,9.0
2022-05-23,7.0
2022-05-24,10.0
2022-05-25,9.0
2022-05-26,8.0
2022-05-27,10.0
2022-05-28,18.0
2022-05-29,3.0
2022-05-30,18.0
2022-05-31,19.0
2022-06-01,9.0
2022-06-02,6.0
2022-06-03,22.0
2022-06-04,9.0
2022-06-05,13.0
2022-06-06,9.0
2022-06-07,11.0
2022-06-08,14.0
2022-06-09,8.0
2022-06-10,10.0
2022-06-11,11.0
2022-06-12,9.0
2022-06-13,17.0
2022-06-14,12.0
2022-06-15,8.0
2022-06-16,6.0
2022-06-17,22.0
2022-06-18,9.0
2022-06-19,11.0
2022-06-20,9.0
2022-06-21,18.0
2022-06-22,10.0
2022-06-23,10.0
2022-06-24,12.0
2022-06-25,12.0
2022-06-26,8.0
2022-06-27,9.0
2022-06-28,11.0
2022-06-29,11.0
2022-06-30,12.0
2022-07-01,6.0
2022-07-02,19.0
2022-07-03,4.0
2022-07-04,7.0
2022-07-05,3.0
2022-07-06,5.0
2022-07-07,3.0
2022-07-08,21.0
2022-07-09,11.0
2022-07-10,6.0
2022-07-11,14.0
2022-07-12,12.0
2022-07-13,11.0
2022-07-14,10.0
2022-07-15,10.0
2022-07-16,26.0
2022-07-17,5.0
2022-07-18,7.0
2022-07-19,7.0
2022-07-20,10.0
2022-07-21,16.0
2022-07-22,14.0
2022-07-23,11.0
2022-07-24,3.0
2022-07-25,16.0
2022-07-26,11.0
2022-07-27,6.0
2022-07-28,11.0
2022-07-29,10.0
2022-07-30,31.0
2022-07-31,10.0
2022-08-01,18.0
2022-08-02,7.0
2022-08-03,11.0
2022-08-04,6.0
2022-08-05,12.0
2022-08-06,9.0
2022-08-07,2.0
2022-08-08,10.0
2022-08-09,9.0
2022-08-10,7.0
2022-08-11,8.0
2022-08-12,12.0
2022-08-13,3.0
2022-08-14,6.0
2022-08-15,4.0
2022-08-16,14.0
2022-08-17,17.0
2022-08-18,11.0
2022-08-19,12.0
2022-08-20,9.0
2022-08-21,1.0
2022-08-22,19.0
2022-08-23,6.0
2022-08-24,5.0
2022-08-25,12.0
2022-08-26,13.0
2022-08-27,12.0
2022-08-28,7.0
2022-08-29,16.0
2022-08-30,9.0
2022-08-31,10.0
2022-09-01,6.0
2022-09-02,17.0
2022-09-03,13.0
2022-09-04,6.0
2022-09-05,3.0
2022-09-06,14.0
2022-09-07,15.0
2022-09-08,7.0
2022-09-09,12.0
2022-09-10,16.0
2022-09-11,8.0
2022-09-12,13.0
2022-09-13,7.0
2022-09-14,10.0
2022-09-15,10.0
2022-09-16,14.0
2022-09-17,16.0
2022-09-18,7.0
2022-09-19,9.0
2022-09-20,11.0
2022-09-21,9.0
2022-09-22,9.0
2022-09-23,11.0
2022-09-24,12.0
2022-09-25,8.0
2022-09-26,10.0
2022-09-27,12.0
2022-09-28,14.0
2022-09-29,13.0
2022-09-30,11.0
2022-10-01,25.0
2022-10-02,9.0
2022-10-03,10.0
2022-10-04,8.0
2022-10-05,5.0
2022-10-06,9.0
2022-10-07,11.0
2022-10-08,15.0
2022-10-09,10.0
2022-10-10,8.0
2022-10-11,8.0
2022-10-12,12.0
2022-10-13,9.0
2022-10-14,17.0
2022-10-15,9.0
2022-10-16,2.0
2022-10-17,13.0
2022-10-18,15.0
2022-10-19,7.0
2022-10-20,1.0
2022-10-21,16.0
2022-10-22,18.0
2022-10-23,12.0
2022-10-24,10.0
2022-10-25,13.0
2022-10-26,5.0
2022-10-27,10.0
2022-10-28,16.0
2022-10-29,9.0
2022-10-30,8.0
2022-10-31,10.0
2022-11-01,9.0
2022-11-02,12.0
2022-11-03,14.0
2022-11-04,6.0
2022-11-05,12.0
2022-11-06,5.0
2022-11-07,12.0
2022-11-08,7.0
2022-11-09,8.0
2022-11-10,8.0
2022-11-11,16.0
2022-11-12,14.0
2022-11-13,6.0
2022-11-14,17.0
2022-11-15,12.0
2022-11-16,11.0
2022-11-17,4.0
2022-11-18,13.0
2022-11-19,12.0
2022-11-20,20.0
2022-11-21,34.0
2022-11-22,46.0
2022-11-23,35.0
2022-11-24,20.0
2022-11-25,35.0
2022-11-26,32.0
2022-11-27,16.0
2022-11-28,39.0
2022-11-29,28.0
2022-11-30,32.0
2022-12-01,18.0
2022-12-02,17.0
2022-12-03,14.0
2022-12-04,5.0
2022-12-05,11.0
2022-12-06,9.0
2022-12-07,10.0
2022-12-08,5.0
2022-12-09,11.0
2022-12-10,17.0
2022-12-11,7.0
2022-12-12,13.0
2022-12-13,14.0
2022-12-14,10.0
2022-12-15,29.0
2022-12-16,24.0
2022-12-17,61.0
2022-12-18,29.0
2022-12-19,35.0
2022-12-20,34.0
2022-12-21,38.0
2022-12-22,31.0
2022-12-23,53.0
2022-12-24,44.0
2022-12-25,18.0
2022-12-26,33.0
2022-12-27,49.0
2022-12-28,32.0
2022-12-29,40.0
2022-12-30,62.0
2022-12-31,56.0
2023-01-01,5.0
2023-01-02,6.0
2023-01-03,4.0
2023-01-04,13.0
2023-01-05,8.0
2023-01-06,25.0
2023-01-07,10.0
2023-01-08,5.0
2023-01-09,8.0
2023-01-10,13.0
2023-01-11,5.0
2023-01-12,8.0
2023-01-13,10.0
2023-01-14,4.0
2023-01-15,4.0
2023-01-16,12.0
2023-01-17,11.0
2023-01-18,12.0
2023-01-19,7.0
2023-01-20,10.0
2023-01-21,17.0
2023-01-22,4.0
2023-01-23,10.0
2023-01-24,4.0
2023-01-25,10.0
2023-01-26,8.0
2023-01-27,10.0
2023-01-28,13.0
2023-01-29,5.0
2023-01-30,10.0
2023-01-31,5.0
2023-02-01,5.0
2023-02-02,5.0
2023-02-03,21.0
2023-02-04,11.0
2023-02-05,6.0
2023-02-06,10.0
2023-02-07,8.0
2023-02-08,7.0
2023-02-09,7.0
2023-02-10,13.0
2023-02-11,12.0
2023-02-12,14.0
2023-02-13,12.0
2023-02-14,52.0
2023-02-15,14.0
2023-02-16,4.0
2023-02-17,6.0
2023-02-18,17.0
2023-02-19,10.0
2023-02-20,9.0
2023-02-21,9.0
2023-02-22,16.0
2023-02-23,9.0
2023-02-24,12.0
2023-02-25,10.0
2023-02-26,4.0
2023-02-27,11.0
2023-02-28,9.0
2023-03-01,25.0
2023-03-02,20.0
2023-03-03,34.0
2023-03-04,35.0
2023-03-05,26.0
2023-03-06,35.0
2023-03-07,40.0
2023-03-08,46.0
2023-03-09,22.0
2023-03-10,28.0
2023-03-11,32.0
2023-03-12,17.0
2023-03-13,20.0
2023-03-14,32.0
2023-03-15,18.0
2023-03-16,9.0
2023-03-17,16.0
2023-03-18,12.0
2023-03-19,4.0
2023-03-20,3.0
2023-03-21,8.0
2023-03-22,10.0
2023-03-23,4.0
2023-03-24,12.0
2023-03-25,14.0
2023-03-26,10.0
2023-03-27,16.0
2023-03-28,15.0
2023-03-29,14.0
2023-03-30,13.0
2023-03-31,14.0
2023-04-01,32.0
2023-04-02,17.0
2023-04-03,20.0
2023-04-04,20.0
2023-04-05,19.0
2023-04-06,32.0
2023-04-07,21.0
2023-04-08,30.0
2023-04-09,22.0
2023-04-10,27.0
2023-04-11,18.0
2023-04-12,15.0
2023-04-13,38.0
2023-04-14,26.0
2023-04-15,24.0
2023-04-16,4.0
2023-04-17,4.0
2023-04-18,14.0
2023-04-19,5.0
2023-04-20,6.0
2023-04-21,13.0
2023-04-22,6.0
2023-04-23,12.0
2023-04-24,9.0
2023-04-25,7.0
2023-04-26,4.0
2023-04-27,9.0
2023-04-28,17.0
2023-04-29,11.0
2023-04-30,9.0
2023-05-01,12.0
2023-05-02,18.0
2023-05-03,13.0
2023-05-04,10.0
2023-05-05,11.0
2023-05-06,14.0
2023-05-07,3.0
2023-05-08,13.0
2023-05-09,29.0
2023-05-10,6.0
2023-05-11,6.0
2023-05-12,7.0
2023-05-13,17.0
2023-05-14,24.0
2023-05-15,10.0
2023-05-16,10.0
2023-05-17,6.0
2023-05-18,12.0
2023-05-19,10.0
2023-05-20,16.0
2023-05-21,7.0
2023-05-22,7.0
2023-05-23,7.0
2023-05-24,15.0
2023-05-25,9.0
2023-05-26,12.0
2023-05-27,16.0
2023-05-28,8.0
2023-05-29,19.0
2023-05-30,9.0
2023-05-31,13.0
2023-06-01,12.0
2023-06-02,13.0
2023-06-03,16.0
2023-06-04,7.0
2023-06-05,11.0
2023-06-06,9.0
2023-06-07,14.0
2023-06-08,9.0
2023-06-09,19.0
2023-06-10,15.0
2023-06-11,7.0
2023-06-12,14.0
2023-06-13,10.0
2023-06-14,15.0
2023-06-15,7.0
2023-06-16,8.0
2023-06-17,17.0
2023-06-18,8.0
2023-06-19,10.0
2023-06-20,12.0
2023-06-21,6.0
2023-06-22,11.0
2023-06-23,10.0
2023-06-24,19.0
2023-06-25,5.0
2023-06-26,9.0
2023-06-27,10.0
2023-06-28,12.0
2023-06-29,9.0
2023-06-30,14.0
2023-07-01,22.0
2023-07-02,3.0
2023-07-03,5.0
2023-07-04,18.0
2023-07-05,11.0
2023-07-06,16.0
2023-07-07,12.0
2023-07-08,10.0
2023-07-09,3.0
2023-07-10,9.0
2023-07-11,6.0
2023-07-12,11.0
2023-07-13,8.0
2023-07-14,16.0
2023-07-15,17.0
2023-07-16,3.0
2023-07-17,11.0
2023-07-18,9.0
2023-07-19,7.0
2023-07-20,9.0
2023-07-21,8.0
2023-07-22,14.0
2023-07-23,7.0
2023-07-24,9.0
2023-07-25,10.0
2023-07-26,17.0
2023-07-27,16.0
2023-07-28,11.0
2023-07-29,7.0
2023-07-30,4.0
2023-07-31,10.0
2023-08-01,10.0
2023-08-02,10.0
2023-08-03,8.0
2023-08-04,6.0
2023-08-05,1.0
2023-08-06,8.0
2023-08-07,10.0
2023-08-08,10.0
2023-08-09,13.0
2023-08-10,13.0
2023-08-11,12.0
2023-08-12,17.0
2023-08-13,6.0
2023-08-14,9.0
2023-08-15,11.0
2023-08-16,18.0
2023-08-17,6.0
2023-08-18,16.0
2023-08-19,19.0
2023-08-20,9.0
2023-08-21,12.0
2023-08-22,9.0
2023-08-23,6.0
2023-08-24,26.0
2023-08-25,11.0
2023-08-26,13.0
2023-08-27,3.0
2023-08-28,9.0
2023-08-29,14.0
2023-08-30,16.0
2023-08-31,6.0
2023-09-01,13.0
2023-09-02,14.0
2023-09-03,4.0
2023-09-04,9.0
2023-09-05,10.0
2023-09-06,6.0
2023-09-07,9.0
2023-09-08,13.0
2023-09-09,13.0
2023-09-10,0.0
2023-09-11,11.0
2023-09-12,10.0
2023-09-13,10.0
2023-09-14,9.0
2023-09-15,14.0
2023-09-16,17.0
2023-09-17,17.0
2023-09-18,11.0
2023-09-19,13.0
2023-09-20,9.0
2023-09-21,18.0
2023-09-22,13.0
2023-09-23,21.0
2023-09-24,4.0
2023-09-25,12.0
2023-09-26,13.0
2023-09-27,10.0
2023-09-28,11.0
2023-09-29,11.0
2023-09-30,19.0
2023-10-01,3.0
2023-10-02,9.0
2023-10-03,11.0
2023-10-04,16.0
2023-10-05,8.0
2023-10-06,5.0
2023-10-07,16.0
2023-10-08,6.0
2023-10-09,11.0
2023-10-10,7.0
2023-10-11,16.0
2023-10-12,13.0
2023-10-13,10.0
2023-10-14,12.0
2023-10-15,4.0
2023-10-16,14.0
2023-10-17,4.0
2023-10-18,13.0
2023-10-19,9.0
2023-10-20,8.0
2023-10-21,15.0
2023-10-22,7.0
2023-10-23,13.0
2023-10-24,4.0
2023-10-25,4.0
2023-10-26,7.0
2023-10-27,12.0
2023-10-28,18.0
2023-10-29,3.0
2023-10-30,10.0
2023-10-31,11.0
2023-11-01,9.0
2023-11-02,13.0
2023-11-03,12.0
2023-11-04,15.0
2023-11-05,1.0
2023-11-06,3.0
2023-11-07,9.0
2023-11-08,13.0
2023-11-09,11.0
2023-11-10,16.0
2023-11-11,16.0
2023-11-12,0.0
2023-11-13,16.0
2023-11-14,12.0
2023-11-15,10.0
2023-11-16,12.0
2023-11-17,14.0
2023-11-18,18.0
2023-11-19,3.0
2023-11-20,35.0
2023-11-21,42.0
2023-11-22,29.0
2023-11-23,38.0
2023-11-24,48.0
2023-11-25,46.0
2023-11-26,16.0
2023-11-27,51.0
2023-11-28,26.0
2023-11-29,27.0
2023-11-30,42.0
2023-12-01,12.0
2023-12-02,11.0
2023-12-03,4.0
2023-12-04,13.0
2023-12-05,10.0
2023-12-06,10.0
2023-12-07,14.0
2023-12-08,7.0
2023-12-09,18.0
2023-12-10,11.0
2023-12-11,6.0
2023-12-12,14.0
2023-12-13,16.0
2023-12-14,13.0
2023-12-15,58.0
2023-12-16,60.0
2023-12-17,31.0
2023-12-18,32.0
2023-12-19,36.0
2023-12-20,38.0
2023-12-21,40.0
2023-12-22,40.0
2023-12-23,55.0
2023-12-24,34.0
2023-12-25,35.0
2023-12-26,54.0
2023-12-27,48.0
2023-12-28,37.0
2023-12-29,58.0
2023-12-30,50.0
2023-12-31,29.0
