ds,y
2023-03-03,365
2023-03-04,449
2023-03-05,200
2023-03-06,347
2023-03-07,364
2023-03-08,563
2023-03-09,297
2023-03-10,386
2023-03-11,452
2023-03-12,204
2023-03-13,326
2023-03-14,329
2023-03-15,314
2023-03-16,119
2023-03-17,152
2023-03-18,181
2023-03-19,86
2023-03-20,112
2023-03-21,127
2023-03-22,123
2023-03-23,112
2023-03-24,146
2023-03-25,203
2023-03-26,103
2023-03-27,140
2023-03-28,119
2023-03-29,120
2023-03-30,134
2023-03-31,164
2023-04-01,439
2023-04-02,227
2023-04-03,344
2023-04-04,346
2023-04-05,347
2023-04-06,294
2023-04-07,381
2023-04-08,434
2023-04-09,228
2023-04-10,330
2023-04-11,346
2023-04-12,285
2023-04-13,286
2023-04-14,390
2023-04-15,470
2023-04-16,92
2023-04-17,136
2023-04-18,151
2023-04-19,126
2023-04-20,120
2023-04-21,164
2023-04-22,181
2023-04-23,79
2023-04-24,119
2023-04-25,129
2023-04-26,131
2023-04-27,121
2023-04-28,183
2023-04-29,183
2023-04-30,86
2023-05-01,110
2023-05-02,126
2023-05-03,130
2023-05-04,116
2023-05-05,166
2023-05-06,180
2023-05-07,56
2023-05-08,129
2023-05-09,136
2023-05-10,107
2023-05-11,139
2023-05-12,133
2023-05-13,195
2023-05-14,324
2023-05-15,130
2023-05-16,154
2023-05-17,125
2023-05-18,143
2023-05-19,134
2023-05-20,167
2023-05-21,89
2023-05-22,107
2023-05-23,142
2023-05-24,130
2023-05-25,128
2023-05-26,143
2023-05-27,174
2023-05-28,106
2023-05-29,116
2023-05-30,141
2023-05-31,132
2023-06-01,113
2023-06-02,145
2023-06-03,185
2023-06-04,99
2023-06-05,127
2023-06-06,143
2023-06-07,151
2023-06-08,110
2023-06-09,162
2023-06-10,197
2023-06-11,72
2023-06-12,111
2023-06-13,144
2023-06-14,130
2023-06-15,134
2023-06-16,161
2023-06-17,179
2023-06-18,76
2023-06-19,135
2023-06-20,127
2023-06-21,127
2023-06-22,132
2023-06-23,170
2023-06-24,174
2023-06-25,102
2023-06-26,134
2023-06-27,160
2023-06-28,127
2023-06-29,127
2023-06-30,173
2023-07-01,165
2023-07-02,81
2023-07-03,109
2023-07-04,147
2023-07-05,125
2023-07-06,149
2023-07-07,165
2023-07-08,166
2023-07-09,67
2023-07-10,143
2023-07-11,141
2023-07-12,136
2023-07-13,123
2023-07-14,162
2023-07-15,199
2023-07-16,77
2023-07-17,137
2023-07-18,142
2023-07-19,124
2023-07-20,124
2023-07-21,151
2023-07-22,177
2023-07-23,77
2023-07-24,126
2023-07-25,157
2023-07-26,147
2023-07-27,110
2023-07-28,151
2023-07-29,183
2023-07-30,72
2023-07-31,126
2023-08-01,140
2023-08-02,154
2023-08-03,129
2023-08-04,155
2023-08-05,158
2023-08-06,83
2023-08-07,130
2023-08-08,139
2023-08-09,151
2023-08-10,144
2023-08-11,178
2023-08-12,172
2023-08-13,80
2023-08-14,131
2023-08-15,151
2023-08-16,136
2023-08-17,116
2023-08-18,154
2023-08-19,180
2023-08-20,95
2023-08-21,139
2023-08-22,158
2023-08-23,124
2023-08-24,140
2023-08-25,146
2023-08-26,194
2023-08-27,85
2023-08-28,131
2023-08-29,157
2023-08-30,146
2023-08-31,104
2023-09-01,186
2023-09-02,201
2023-09-03,86
2023-09-04,155
2023-09-05,133
2023-09-06,146
2023-09-07,96
2023-09-08,175
2023-09-09,183
2023-09-10,88
2023-09-11,121
2023-09-12,123
2023-09-13,139
2023-09-14,122
2023-09-15,173
2023-09-16,171
2023-09-17,84
2023-09-18,154
2023-09-19,154
2023-09-20,143
2023-09-21,125
2023-09-22,149
2023-09-23,189
2023-09-24,105
2023-09-25,148
2023-09-26,134
2023-09-27,132
2023-09-28,112
2023-09-29,168
2023-09-30,178
2023-10-01,80
2023-10-02,138
2023-10-03,118
2023-10-04,159
2023-10-05,118
2023-10-06,148
2023-10-07,205
2023-10-08,71
2023-10-09,124
2023-10-10,144
2023-10-11,130
2023-10-12,124
2023-10-13,148
2023-10-14,165
2023-10-15,78
2023-10-16,146
2023-10-17,123
2023-10-18,130
2023-10-19,104
2023-10-20,113
2023-10-21,177
2023-10-22,80
2023-10-23,147
2023-10-24,133
2023-10-25,112
2023-10-26,118
2023-10-27,173
2023-10-28,187
2023-10-29,69
2023-10-30,133
2023-10-31,145
2023-11-01,146
2023-11-02,115
2023-11-03,169
2023-11-04,188
2023-11-05,73
2023-11-06,118
2023-11-07,169
2023-11-08,133
2023-11-09,115
2023-11-10,159
2023-11-11,197
2023-11-12,88
2023-11-13,159
2023-11-14,137
2023-11-15,112
2023-11-16,113
2023-11-17,154
2023-11-18,177
2023-11-19,87
2023-11-20,455
2023-11-21,451
2023-11-22,457
2023-11-23,402
2023-11-24,502
2023-11-25,599
2023-11-26,305
2023-11-27,432
2023-11-28,480
2023-11-29,449
2023-11-30,382
2023-12-01,142
2023-12-02,194
2023-12-03,80
2023-12-04,125
2023-12-05,141
2023-12-06,174
2023-12-07,133
2023-12-08,176
2023-12-09,202
2023-12-10,89
2023-12-11,126
2023-12-12,149
2023-12-13,136
2023-12-14,127
2023-12-15,613
2023-12-16,751
2023-12-17,329
2023-12-18,503
2023-12-19,559
2023-12-20,529
2023-12-21,474
2023-12-22,624
2023-12-23,717
2023-12-24,330
2023-12-25,543
2023-12-26,602
2023-12-27,496
2023-12-28,485
2023-12-29,589
2023-12-30,703
2023-12-31,344
