ds,y
2022-09-03,26
2022-09-04,5
2022-09-05,16
2022-09-06,19
2022-09-07,15
2022-09-08,22
2022-09-09,16
2022-09-10,24
2022-09-11,17
2022-09-12,19
2022-09-13,17
2022-09-14,18
2022-09-15,18
2022-09-16,29
2022-09-17,23
2022-09-18,13
2022-09-19,12
2022-09-20,34
2022-09-21,23
2022-09-22,16
2022-09-23,32
2022-09-24,15
2022-09-25,12
2022-09-26,19
2022-09-27,19
2022-09-28,11
2022-09-29,16
2022-09-30,20
2022-10-01,15
2022-10-02,9
2022-10-03,19
2022-10-04,12
2022-10-05,16
2022-10-06,19
2022-10-07,32
2022-10-08,14
2022-10-09,13
2022-10-10,18
2022-10-11,19
2022-10-12,19
2022-10-13,22
2022-10-14,32
2022-10-15,29
2022-10-16,11
2022-10-17,20
2022-10-18,17
2022-10-19,24
2022-10-20,13
2022-10-21,20
2022-10-22,27
2022-10-23,12
2022-10-24,24
2022-10-25,17
2022-10-26,9
2022-10-27,17
2022-10-28,22
2022-10-29,22
2022-10-30,7
2022-10-31,18
2022-11-01,22
2022-11-02,12
2022-11-03,14
2022-11-04,26
2022-11-05,30
2022-11-06,7
2022-11-07,20
2022-11-08,21
2022-11-09,22
2022-11-10,16
2022-11-11,21
2022-11-12,20
2022-11-13,9
2022-11-14,28
2022-11-15,20
2022-11-16,12
2022-11-17,22
2022-11-18,18
2022-11-19,20
2022-11-20,38
2022-11-21,53
2022-11-22,82
2022-11-23,58
2022-11-24,58
2022-11-25,77
2022-11-26,91
2022-11-27,48
2022-11-28,45
2022-11-29,71
2022-11-30,59
2022-12-01,15
2022-12-02,16
2022-12-03,18
2022-12-04,13
2022-12-05,33
2022-12-06,21
2022-12-07,16
2022-12-08,13
2022-12-09,16
2022-12-10,20
2022-12-11,6
2022-12-12,24
2022-12-13,8
2022-12-14,25
2022-12-15,66
2022-12-16,86
2022-12-17,90
2022-12-18,50
2022-12-19,86
2022-12-20,102
2022-12-21,76
2022-12-22,60
2022-12-23,68
2022-12-24,94
2022-12-25,42
2022-12-26,74
2022-12-27,66
2022-12-28,78
2022-12-29,74
2022-12-30,78
2022-12-31,89
2023-01-01,9
2023-01-02,13
2023-01-03,19
2023-01-04,23
2023-01-05,15
2023-01-06,24
2023-01-07,21
2023-01-08,11
2023-01-09,17
2023-01-10,21
2023-01-11,17
2023-01-12,14
2023-01-13,23
2023-01-14,12
2023-01-15,19
2023-01-16,24
2023-01-17,19
2023-01-18,21
2023-01-19,23
2023-01-20,23
2023-01-21,28
2023-01-22,11
2023-01-23,17
2023-01-24,34
2023-01-25,23
2023-01-26,21
2023-01-27,34
2023-01-28,20
2023-01-29,21
2023-01-30,15
2023-01-31,20
2023-02-01,25
2023-02-02,11
2023-02-03,23
2023-02-04,32
2023-02-05,17
2023-02-06,18
2023-02-07,29
2023-02-08,16
2023-02-09,18
2023-02-10,18
2023-02-11,27
2023-02-12,8
2023-02-13,20
2023-02-14,80
2023-02-15,24
2023-02-16,23
2023-02-17,20
2023-02-18,26
2023-02-19,14
2023-02-20,15
2023-02-21,18
2023-02-22,21
2023-02-23,14
2023-02-24,28
2023-02-25,22
2023-02-26,11
2023-02-27,21
2023-02-28,27
2023-03-01,44
2023-03-02,44
2023-03-03,67
2023-03-04,70
2023-03-05,32
2023-03-06,48
2023-03-07,65
2023-03-08,80
2023-03-09,42
2023-03-10,60
2023-03-11,55
2023-03-12,22
2023-03-13,51
2023-03-14,40
2023-03-15,38
2023-03-16,12
2023-03-17,25
2023-03-18,23
2023-03-19,9
2023-03-20,20
2023-03-21,22
2023-03-22,9
2023-03-23,18
2023-03-24,24
2023-03-25,39
2023-03-26,11
2023-03-27,22
2023-03-28,7
2023-03-29,18
2023-03-30,26
2023-03-31,34
2023-04-01,55
2023-04-02,29
2023-04-03,47
2023-04-04,48
2023-04-05,44
2023-04-06,32
2023-04-07,67
2023-04-08,71
2023-04-09,21
2023-04-10,55
2023-04-11,56
2023-04-12,40
2023-04-13,46
2023-04-14,74
2023-04-15,63
2023-04-16,8
2023-04-17,25
2023-04-18,25
2023-04-19,15
2023-04-20,21
2023-04-21,21
2023-04-22,29
2023-04-23,10
2023-04-24,18
2023-04-25,25
2023-04-26,23
2023-04-27,16
2023-04-28,25
2023-04-29,26
2023-04-30,10
2023-05-01,9
2023-05-02,16
2023-05-03,14
2023-05-04,17
2023-05-05,25
2023-05-06,18
2023-05-07,5
2023-05-08,15
2023-05-09,22
2023-05-10,14
2023-05-11,23
2023-05-12,23
2023-05-13,21
2023-05-14,50
2023-05-15,23
2023-05-16,25
2023-05-17,14
2023-05-18,23
2023-05-19,14
2023-05-20,33
2023-05-21,18
2023-05-22,12
2023-05-23,16
2023-05-24,20
2023-05-25,17
2023-05-26,15
2023-05-27,27
2023-05-28,22
2023-05-29,9
2023-05-30,22
2023-05-31,12
2023-06-01,15
2023-06-02,21
2023-06-03,26
2023-06-04,28
2023-06-05,22
2023-06-06,18
2023-06-07,28
2023-06-08,20
2023-06-09,30
2023-06-10,22
2023-06-11,7
2023-06-12,8
2023-06-13,27
2023-06-14,11
2023-06-15,17
2023-06-16,28
2023-06-17,21
2023-06-18,9
2023-06-19,27
2023-06-20,24
2023-06-21,16
2023-06-22,19
2023-06-23,37
2023-06-24,31
2023-06-25,13
2023-06-26,20
2023-06-27,23
2023-06-28,15
2023-06-29,21
2023-06-30,25
2023-07-01,23
2023-07-02,15
2023-07-03,25
2023-07-04,13
2023-07-05,22
2023-07-06,29
2023-07-07,20
2023-07-08,30
2023-07-09,11
2023-07-10,27
2023-07-11,19
2023-07-12,7
2023-07-13,19
2023-07-14,29
2023-07-15,28
2023-07-16,13
2023-07-17,22
2023-07-18,25
2023-07-19,23
2023-07-20,14
2023-07-21,20
2023-07-22,32
2023-07-23,8
2023-07-24,13
2023-07-25,22
2023-07-26,14
2023-07-27,10
2023-07-28,11
2023-07-29,20
2023-07-30,14
2023-07-31,23
2023-08-01,17
2023-08-02,27
2023-08-03,18
2023-08-04,28
2023-08-05,27
2023-08-06,9
2023-08-07,28
2023-08-08,16
2023-08-09,25
2023-08-10,18
2023-08-11,17
2023-08-12,22
2023-08-13,10
2023-08-14,25
2023-08-15,18
2023-08-16,19
2023-08-17,24
2023-08-18,30
2023-08-19,32
2023-08-20,17
2023-08-21,27
2023-08-22,29
2023-08-23,20
2023-08-24,25
2023-08-25,23
2023-08-26,31
2023-08-27,15
2023-08-28,21
2023-08-29,21
2023-08-30,17
2023-08-31,5
2023-09-01,32
2023-09-02,31
2023-09-03,21
2023-09-04,28
2023-09-05,26
2023-09-06,25
2023-09-07,14
2023-09-08,24
2023-09-09,35
2023-09-10,15
2023-09-11,17
2023-09-12,20
2023-09-13,20
2023-09-14,21
2023-09-15,39
2023-09-16,21
2023-09-17,12
2023-09-18,14
2023-09-19,13
2023-09-20,31
2023-09-21,22
2023-09-22,9
2023-09-23,22
2023-09-24,25
2023-09-25,25
2023-09-26,35
2023-09-27,20
2023-09-28,14
2023-09-29,33
2023-09-30,32
2023-10-01,12
2023-10-02,18
2023-10-03,19
2023-10-04,21
2023-10-05,16
2023-10-06,28
2023-10-07,29
2023-10-08,8
2023-10-09,18
2023-10-10,23
2023-10-11,17
2023-10-12,16
2023-10-13,18
2023-10-14,11
2023-10-15,16
2023-10-16,14
2023-10-17,28
2023-10-18,21
2023-10-19,17
2023-10-20,18
2023-10-21,24
2023-10-22,13
2023-10-23,30
2023-10-24,29
2023-10-25,17
2023-10-26,15
2023-10-27,20
2023-10-28,29
2023-10-29,7
2023-10-30,10
2023-10-31,15
2023-11-01,12
2023-11-02,17
2023-11-03,24
2023-11-04,26
2023-11-05,10
2023-11-06,15
2023-11-07,29
2023-11-08,18
2023-11-09,18
2023-11-10,19
2023-11-11,38
2023-11-12,17
2023-11-13,20
2023-11-14,28
2023-11-15,15
2023-11-16,16
2023-11-17,26
2023-11-18,26
2023-11-19,17
2023-11-20,65
2023-11-21,50
2023-11-22,67
2023-11-23,58
2023-11-24,73
2023-11-25,104
2023-11-26,49
2023-11-27,64
2023-11-28,59
2023-11-29,71
2023-11-30,53
2023-12-01,26
2023-12-02,36
2023-12-03,5
2023-12-04,22
2023-12-05,27
2023-12-06,27
2023-12-07,23
2023-12-08,19
2023-12-09,28
2023-12-10,11
2023-12-11,16
2023-12-12,19
2023-12-13,16
2023-12-14,18
2023-12-15,93
2023-12-16,112
2023-12-17,54
2023-12-18,63
2023-12-19,97
2023-12-20,94
2023-12-21,44
2023-12-22,94
2023-12-23,106
2023-12-24,49
2023-12-25,58
2023-12-26,116
2023-12-27,54
2023-12-28,74
2023-12-29,97
2023-12-30,126
2023-12-31,53
